model_family,feature_set,scope,n,mae,rmse,r2,directional_accuracy,prev_rmse,prev_r2,rmse_redux_vs_prev_pct,r2_gain_vs_prev
hgb,M2_sector,ALL,4526,0.19882885884563056,0.363046768603049,0.0005063543507720647,0.6741051701281485,0.36224758761396064,0.004901915525873712,-0.22061733919400092,-0.004395561175101648
hgb,M3_company,ALL,4526,0.1921171637091118,0.3560517957277481,0.03865062741592806,0.6769774635439681,0.363046768603049,0.0005063543507720647,1.9267415331133688,0.038144273065156
hgb,M4_idio_vol,ALL,4526,0.18867682284476744,0.3529178096505017,0.05549983829416305,0.6869200176756518,0.3560517957277481,0.03865062741592806,0.8802051035413916,0.016849210878234988
hgb,M5_text,ALL,4526,0.18955811300872952,0.35304134914078633,0.05483847472499925,0.6827220503756076,0.3529178096505017,0.05549983829416305,-0.03500517313280238,-0.0006613635691637976
hgb,M0_baseline,Communication Services,460,0.20386533896974385,0.3926773739347009,-0.011128499490460353,0.7391304347826086,,,,
hgb,M1_macro,Communication Services,460,0.2031160093358401,0.391323973513256,-0.004170607030238305,0.7434782608695653,0.3926773739347009,-0.011128499490460353,0.3446596395110859,0.006957892460222048
hgb,M2_sector,Communication Services,460,0.20076234595292444,0.39342258657897056,-0.01496992649600637,0.717391304347826,0.391323973513256,-0.004170607030238305,-0.5362853307640458,-0.010799319465768065
hgb,M3_company,Communication Services,460,0.20601499475381718,0.39453077330601216,-0.020695883090857237,0.7326086956521739,0.39342258657897056,-0.01496992649600637,-0.2816784711518238,-0.005725956594850867
hgb,M4_idio_vol,Communication Services,460,0.20222411650302646,0.39011390318429384,0.00203007791598786,0.7456521739130435,0.39453077330601216,-0.020695883090857237,1.1195248686703678,0.022725961006845097
hgb,M5_text,Communication Services,460,0.20325026286704354,0.38929272927047875,0.0062270283234378,0.7478260869565218,0.39011390318429384,0.00203007791598786,0.21049593647195816,0.00419695040744994
hgb,M0_baseline,Consumer Discretionary,486,0.22127948869985603,0.4050914449480625,0.042463637380997454,0.7530864197530864,,,,
hgb,M1_macro,Consumer Discretionary,486,0.2175506324955341,0.39982131473478494,0.06721614997619973,0.742798353909465,0.4050914449480625,0.042463637380997454,1.3009729726465191,0.02475251259520228
hgb,M2_sector,Consumer Discretionary,486,0.22209438080075034,0.4093009139024589,0.022459946560157595,0.7283950617283951,0.39982131473478494,0.06721614997619973,-2.3709589304817515,-0.04475620341604214
hgb,M3_company,Consumer Discretionary,486,0.20893479910712337,0.39524050204655015,0.08846779547370742,0.7325102880658436,0.4093009139024589,0.022459946560157595,3.43522610830512,0.06600784891354983
hgb,M4_idio_vol,Consumer Discretionary,486,0.20769613609813448,0.39398747735083917,0.09423826612050379,0.7407407407407407,0.39524050204655015,0.08846779547370742,0.31702841414855887,0.005770470646796366
hgb,M5_text,Consumer Discretionary,486,0.20820969239118348,0.3953871285501154,0.08779134874822991,0.7283950617283951,0.39398747735083917,0.09423826612050379,-0.35525271226573596,-0.006446917372273875
hgb,M0_baseline,Consumer Staples,440,0.08220956238097955,0.14691003966710794,-0.07954243148045581,0.6204545454545455,,,,
hgb,M1_macro,Consumer Staples,440,0.07947787214311121,0.1387415906660826,0.03716891352581575,0.6545454545454545,0.14691003966710794,-0.07954243148045581,5.56017071367941,0.11671134500627156
hgb,M2_sector,Consumer Staples,440,0.08274656090471687,0.1416455501743806,-0.0035583671384920024,0.6068181818181818,0.1387415906660826,0.03716891352581575,-2.093070646196587,-0.04072728066430775
hgb,M3_company,Consumer Staples,440,0.08483841613904752,0.14691578267841704,-0.07962683613501209,0.6068181818181818,0.1416455501743806,-0.0035583671384920024,-3.720718721871761,-0.07606846899652009
