model,ticker,n,mae,rmse,r2,dir_acc
baseline:company_hist,AAPL,38,0.028228186589972264,0.03615770577252756,-0.16436875121976469,1.0
baseline:company_hist,ABBV,46,0.04529360198752484,0.058659330108617194,-0.2586328465462253,1.0
baseline:company_hist,ABT,46,0.023850046855084416,0.02890719505553629,-0.3039347878371301,1.0
baseline:company_hist,ADBE,43,0.016249826265555777,0.019219392358092096,-0.5604750308831354,1.0
baseline:company_hist,AMGN,46,0.051947905059037486,0.06660690378923913,-0.8609061875897843,1.0
baseline:company_hist,AMT,6,0.42119542169086316,0.46002586048249244,-12809.324024559008,1.0
baseline:company_hist,AMZN,46,0.09242172533319555,0.09791503226041086,-1.964755003694198,1.0
baseline:company_hist,APD,46,0.02742538076735953,0.030561056136680236,-1.5636732643715967,1.0
baseline:company_hist,BA,46,0.07554508081186292,0.09924175166369564,-0.550905004561016,0.8043478260869565
baseline:company_hist,BKNG,13,0.19867191260040776,0.19868881352090068,-57.53369867696061,1.0
baseline:company_hist,BKR,13,0.12627111277459832,0.16993112226986037,-44.12531205351688,1.0
baseline:company_hist,BMY,46,0.03158673731364472,0.0346557087270736,-0.16233347637917817,1.0
baseline:company_hist,C,9,0.28188853419874477,0.31710702088589476,-24.162455453986876,1.0
baseline:company_hist,CAT,46,0.054558956156008996,0.06826412623653527,-0.5217914812269608,1.0
baseline:company_hist,CCI,10,0.8274720849903199,1.2859980435543428,-32.09649541926771,0.8
baseline:company_hist,CL,46,0.011046545072247104,0.012876148819227055,-0.4299416612578091,1.0
baseline:company_hist,COP,30,0.09651416721946583,0.11737818689852784,-0.9667058656178804,1.0
baseline:company_hist,COST,47,0.004667021769598304,0.006053629633757235,-0.14417702849081437,1.0
baseline:company_hist,CRM,47,0.024022313920870488,0.026193455670370118,-2.5250429454733094,1.0
baseline:company_hist,CSCO,43,0.01652350968391082,0.01866712043536556,-0.5284524372478538,1.0
baseline:company_hist,CVX,30,0.033486314775450575,0.039020774240440696,-1.883719467890808,1.0
baseline:company_hist,DD,34,0.13437999802650857,0.2086980656824137,-1.1621761478960941,1.0
baseline:company_hist,DE,17,0.019981326478487455,0.022209614897116425,-5.205002495125094,1.0
baseline:company_hist,DOW,30,0.08973962736287112,0.13910909116713222,-12.418814663898074,1.0
baseline:company_hist,EA,46,0.10804012268561056,0.1095943701919021,-12.870034713185474,1.0
baseline:company_hist,ECL,46,0.03424755923954711,0.041725445486379215,-1.3300892375487452,1.0
baseline:company_hist,EQIX,46,0.012784147745220907,0.016527240804196094,-0.4269227057116738,1.0
baseline:company_hist,ETN,38,0.03906091123695694,0.06312697146614804,-5.794469505335748,1.0
baseline:company_hist,F,46,0.018590982339897356,0.02592944439667227,-0.4553084199890771,1.0
baseline:company_hist,FCX,41,0.2883324065693892,0.31523207204161807,-3.585554500624042,0.4634146341463415
baseline:company_hist,GE,40,0.15693715818117937,0.17225504528081143,-0.861738512641125,1.0
baseline:company_hist,GIS,32,0.029538555409752924,0.0564061013971998,-41.908883510714915,1.0
baseline:company_hist,GM,15,0.07716285898080637,0.09033339503921671,-2.7182606828757887,1.0
baseline:company_hist,GOOGL,42,0.04046116189402281,0.05710365736446108,-4.74017210172512,1.0
baseline:company_hist,HAL,15,0.018149729115395828,0.022778204517573043,-0.9482656170263077,1.0
