model,ticker,n,mae,rmse,r2,dir_acc
baseline:company_hist,WBD,46,0.2889103452495793,0.5058738465844133,-0.11265242868840475,0.717391304347826
baseline:company_hist,WFC,46,0.03762298212068247,0.0514138130782489,-0.12568187001724374,0.32608695652173914
baseline:company_hist,WMB,46,0.1775236132623505,0.2662087151058651,-0.22799880992168764,0.5
baseline:company_hist,WMT,47,0.02251189614943079,0.026726687485888752,-0.430137474288079,0.9361702127659575
baseline:company_hist,XOM,30,0.2603380878121558,0.3319407946605636,-0.4689120313414439,0.23333333333333334
baseline:expanding_mean,AAPL,30,0.08758866657819327,0.10961426705113313,-0.031791571288655396,0.8666666666666667
baseline:expanding_mean,ABBV,46,0.08272762112382247,0.12389572763210559,-0.09545090299205317,0.8913043478260869
baseline:expanding_mean,ABT,46,0.08795436879726778,0.10954390933244676,-0.09474279550353804,0.8913043478260869
baseline:expanding_mean,ADBE,39,0.07936076984441616,0.0985527755166731,-1.5530710056250379,1.0
baseline:expanding_mean,AMGN,46,0.04551568901101237,0.05377433638656086,-0.07380407484736984,0.9347826086956522
baseline:expanding_mean,AMT,46,0.486680652607296,0.8585302219473178,-0.008227325478879166,0.6304347826086957
baseline:expanding_mean,AMZN,46,0.1303842809389563,0.162403837390403,-1.9875260945237168,1.0
baseline:expanding_mean,APD,46,0.10899161930743259,0.12980367299701087,-0.38519040905676927,0.5434782608695652
baseline:expanding_mean,AVB,42,0.2830488347960291,0.4862340738950724,0.0028692542765749174,0.6190476190476191
baseline:expanding_mean,BA,46,0.11743658480523235,0.1594067134579403,-0.27520360322334536,0.5434782608695652
baseline:expanding_mean,BAC,46,0.06147131458201916,0.07627710620964896,-1.8248253400073335,0.6956521739130435
baseline:expanding_mean,BKNG,46,0.202666943264354,0.3315774134497675,-0.07991614686435566,0.8913043478260869
baseline:expanding_mean,BKR,34,0.12983178154080066,0.19040580548071673,-0.026532483785535854,0.7352941176470589
baseline:expanding_mean,BMY,46,0.09786002849839463,0.15620126802988984,-0.054901418844365724,0.8043478260869565
baseline:expanding_mean,BRK.B,46,0.07778976068583589,0.10177870421616922,-0.3352281015254641,0.6521739130434783
baseline:expanding_mean,C,45,0.0729516355819187,0.08420414188067389,-2.838153390217055,0.6222222222222222
baseline:expanding_mean,CAT,46,0.13686155788878307,0.15954923126059511,-0.18772905382037997,0.5
baseline:expanding_mean,CCI,46,0.4589750623903974,0.7010132865189785,-0.01934382056947026,0.5217391304347826
baseline:expanding_mean,CHTR,46,0.2345307576727654,0.599906045094304,-0.0963902106765373,0.9565217391304348
baseline:expanding_mean,CL,46,0.0673526558061759,0.08181729112993633,-2.497226278638857,0.6521739130434783
baseline:expanding_mean,CMCSA,46,0.05351748838743939,0.06485890679341165,-0.25628149129437516,0.8478260869565217
baseline:expanding_mean,COP,46,0.35201351116214313,0.5374308627833259,-0.01585159946420811,0.5
baseline:expanding_mean,COST,47,0.037594939666067036,0.048162059545428994,-0.23630845684212853,1.0
baseline:expanding_mean,CRM,47,0.13420333007322308,0.1537392883218762,-3.3029578717233434,1.0
baseline:expanding_mean,CSCO,39,0.06985519880940089,0.08398712984894267,-1.6540361797453893,0.6410256410256411
baseline:expanding_mean,CVX,46,0.2446822952850816,0.3034234053499422,-0.07930073146317151,0.391304347826087
baseline:expanding_mean,DD,26,0.2587587037985749,0.3188860108115535,-1.3433830368903985,0.19230769230769232
baseline:expanding_mean,DE,31,0.13840375471504532,0.1601541202194142,-0.03391293623255076,0.6451612903225806
baseline:expanding_mean,DIS,7,0.08855878110389105,0.11422413444690363,-0.16325458572867357,1.0
baseline:expanding_mean,DLR,46,0.0694307578761446,0.09134415272635102,-0.47622285738746006,1.0
baseline:expanding_mean,DOW,26,0.1989475279786199,0.21625439695883397,-0.2680967289594216,0.2692307692307692
baseline:expanding_mean,EA,46,0.07486097303950177,0.08626453405143493,-0.10273921708293532,0.717391304347826
baseline:expanding_mean,ECL,46,0.07570629862050898,0.09679907439120508,-0.9970061849529646,0.6304347826086957
