interval,empirical_coverage,mean_width,median_width,pinball_p10,pinball_p50,pinball_p90,p50_mae,p50_rmse,p50_dir_acc,n
p10-p90 (nominal 80%),0.708103334069331,0.2158608638388927,0.13848371827833045,0.022056565429174516,0.045107498104032015,0.027295777924626664,0.09021499620806403,0.19801924373526805,0.8295429454625746,4529
