model,year,n,mae,rmse,r2,dir_acc
hist_gbm,2018,373,0.10410120184391011,0.23377517360564284,0.2832373315496918,0.8471849865951743
hist_gbm,2019,393,0.08772728182454911,0.1729603676722724,0.3382320442659077,0.806615776081425
hist_gbm,2020,390,0.12994102186857534,0.1949226163110285,0.41174303258525446,0.764102564102564
hist_gbm,2021,388,0.15091584286589305,0.27332026412458726,0.38216756155231735,0.8556701030927835
hist_gbm,2022,388,0.10918547519599883,0.22463958790402416,0.43703068653385624,0.8402061855670103
hist_gbm,2023,386,0.10182678223405875,0.20971464058796496,0.4005594733503238,0.844559585492228
hist_gbm,2024,389,0.08552195298186803,0.19505830605251193,0.49157808738807685,0.7455012853470437
hist_gbm,2025,395,0.06035230428854096,0.1091350664095764,0.27802737232484476,0.7721518987341772
hist_gbm,2026,96,0.057090514665785554,0.08650262364245143,0.46583939385514583,0.8958333333333334
lightgbm,2014,338,0.07166777633362735,0.1486147960521164,0.34377276073424123,0.8550295857988166
lightgbm,2015,331,0.08472820199304355,0.1826908362802734,0.32840917966715,0.8368580060422961
lightgbm,2016,325,0.0691476534968658,0.13679619235923776,0.5149676417119318,0.8584615384615385
lightgbm,2017,337,0.0740517774715843,0.13327696969692396,0.45475917619708295,0.8753709198813057
lightgbm,2018,373,0.10456910647455783,0.23309218596679054,0.2874193404883071,0.8659517426273459
lightgbm,2019,393,0.08802115104968289,0.17333106034401846,0.3353923716328555,0.7888040712468194
lightgbm,2020,390,0.1298452958085036,0.19518330517019314,0.4101685145853635,0.7461538461538462
lightgbm,2021,388,0.15412906728575917,0.27877386173463786,0.3572661904727038,0.8608247422680413
lightgbm,2022,388,0.11079010931922595,0.22996385903933245,0.41002812134399136,0.8376288659793815
lightgbm,2023,386,0.10398616939164156,0.21381890462172254,0.3768669288177001,0.8419689119170984
lightgbm,2024,389,0.08220591732106697,0.1825463161252599,0.5547114688782999,0.7532133676092545
lightgbm,2025,395,0.06046431267337946,0.11040180067799742,0.2611701862760678,0.7746835443037975
lightgbm,2026,96,0.058329284432490004,0.08641599215801113,0.4669087707656189,0.8541666666666666
random_forest,2014,338,0.06798438950112674,0.1498688336615362,0.33265131537060066,0.8431952662721893
random_forest,2015,331,0.09187612584490783,0.1866994895559802,0.29861336700629215,0.8157099697885196
random_forest,2016,325,0.06179100157752995,0.12834382113920176,0.5730543185668493,0.8553846153846154
random_forest,2017,337,0.07110576290245235,0.13500829431106823,0.4405013450089742,0.8605341246290801
random_forest,2018,373,0.10629703501061279,0.23991535745709378,0.24509083305499813,0.8498659517426274
random_forest,2019,393,0.08718263125605903,0.17899675071619353,0.2912340766129873,0.8142493638676844
random_forest,2020,390,0.1297967091239989,0.1992509040975094,0.3853283016629314,0.7743589743589744
random_forest,2021,388,0.1727855996362869,0.3221853108831263,0.141503526787087,0.8608247422680413
random_forest,2022,388,0.10770171404879193,0.22639282469020028,0.428208820418125,0.8273195876288659
random_forest,2023,386,0.1058794398857004,0.2194648887149586,0.3435242341577943,0.8290155440414507
random_forest,2024,389,0.08261737772217877,0.2024614493646844,0.4522529510878447,0.7557840616966581
random_forest,2025,395,0.05682546693116209,0.1075824674904064,0.29842339226266945,0.7645569620253164
random_forest,2026,96,0.04987634340091864,0.07659883469048433,0.5811508662107736,0.90625
ridge,2014,338,0.07763751151642269,0.15408962333030768,0.2945326140666953,0.8136094674556213
